SubmissionDate,start,end,Enumerator,agf,localname,genus,species,newspecies,dbh,height,canopyd,latitude,longitude,altitude,accuracy,key,genus_species,height_m,genusCorr,speciesCorr,meanWD,sdWD,family,AGB
02:45.4,03:42.4,06:25.0,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,25,350,270,-2.8214826,37.5100214,1369.5,3.7,uuid:b9675157-a9eb-44bd-8ee1-63b31855a9a2,Acacia tortilis,3.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,96.98915939
02:43.1,01:18.8,03:33.0,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,42,460,510,-2.8214457,37.5101539,1369.1,4.9,uuid:0c2222fe-fcde-4326-8176-58755aa8f10e,Acacia tortilis,4.6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,348.6327211
02:40.8,58:03.2,01:14.8,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,145,870,920,-2.8212615,37.5101133,1369,4.72,uuid:d4fab6cc-747c-4b5e-a7ff-2d1cf2817bda,Acacia tortilis,8.7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,7292.811998
02:38.9,55:44.7,57:56.9,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,35,560,480,-2.8209923,37.5099873,1370.3,4.64,uuid:28c7104c-3064-4a1a-85f5-3621f8ecffe6,Acacia tortilis,5.6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,295.9281124
02:36.4,53:20.4,55:38.7,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,125,102,1050,-2.8210664,37.5097395,1370.3,4.88,uuid:a248fd04-5978-43f0-8e97-f5a06595774c,Acacia tortilis,1.02,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,673.7456902
59:30.9,19:43.9,22:16.2,juliet_onditi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,40,350,7,-2.3340555,36.8311017,1428.6,4.6,uuid:8db2eda1-81db-4fae-9d68-7ed3741a6701,Acacia mellifera,3.5,Acacia,mellifera,0.947,0.070823262,Fabaceae,290.5120548
59:29.0,15:34.3,17:52.8,juliet_onditi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,40,250,6,-2.333989,36.8312169,1428.7,4.78,uuid:9dbd0728-478b-46a1-8b53-68381edb06bb,Acacia mellifera,2.5,Acacia,mellifera,0.947,0.070823262,Fabaceae,209.191096
58:35.9,39:36.0,41:01.5,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,40,300,6,-2.5405129,37.126276,1131.7,4.4,uuid:02f3a97b-70ec-4749-afe3-9c79d84e05e9,Acacia tortilis,3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,208.8456023
58:33.1,35:21.5,37:03.6,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,40,350,8,-2.5404439,37.1262375,1134,4.38,uuid:50b782e1-6206-4bf9-b70e-ec0d7793db0e,Acacia tortilis,3.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,242.7534448
58:30.8,33:13.8,35:18.3,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,50,250,7,-2.5404433,37.1262357,1134.1,4.18,uuid:6f52f9ae-81ba-4e81-8b47-64fb1b0dc959,Acacia tortilis,2.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,270.2170721
58:28.4,30:20.8,33:00.8,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,40,450,7,-2.5402417,37.1263352,1134.5,4.85,uuid:80171f73-70a7-474c-a4e9-a370608d22f2,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,310.2347223
58:26.3,26:50.5,28:33.9,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,40,550,15,-2.5403253,37.1265682,1134.5,4.6,uuid:8808dd38-fc7b-4100-9402-c7d4e4e5b8f8,Acacia tortilis,5.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,377.3540149
58:24.2,24:43.4,26:46.0,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,60,500,7,-2.5403236,37.1265838,1134.5,4.86,uuid:96b2ae23-ffad-4c97-930b-81550a00b0ee,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,758.7170646
58:21.9,22:36.1,24:40.7,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,30,450,9,-2.5402898,37.126477,1161.4,4.98,uuid:50ec49c6-d437-49ce-9ec0-67d138ce5c75,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,176.9334679
58:19.5,20:58.0,22:33.4,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,50,400,7,-2.540223,37.1264698,1161.5,4.94,uuid:9b57c944-0aa8-4348-b1a9-52dfff468b83,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,427.4978029
58:17.2,18:49.7,20:52.0,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,80,500,12,-2.5402013,37.1265103,1161.7,5,uuid:6bea8e80-da7e-41fb-a4d6-0c1faf01fc5c,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1330.332699
58:15.6,16:29.8,18:33.4,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,40,300,7,-2.5401592,37.1268239,1161.8,4.78,uuid:8930516f-285c-4f51-83fc-e021f6d0d0bd,Acacia tortilis,3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,208.8456023
58:13.6,14:31.6,16:19.7,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,30,250,6,-2.5403581,37.1270521,1161.8,4.74,uuid:fcf3871d-c007-464b-8b4e-605f655660c7,Acacia tortilis,2.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,99.69285299
58:10.6,12:15.5,14:28.2,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,40,300,8,-2.5404036,37.1271445,1161.8,4.94,uuid:5b3430dc-d0d2-4e1a-bfb3-d07113d4e8f3,Acacia tortilis,3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,208.8456023
58:07.6,04:27.2,06:27.8,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,60,350,8,-2.8221626,37.5089134,1330.9,3,uuid:25da71f4-dce0-4c75-b424-85fc978e89ba,Acacia tortilis,3.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,535.6677978
58:06.1,00:35.3,02:48.4,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,60,400,10,-2.8217714,37.5090416,1330.6,4.56,uuid:565fbfec-eae5-4962-89f4-dfb2ebaba8b5,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,610.2329856
58:04.5,58:27.9,00:14.0,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,80,450,8,-2.8218822,37.5090422,1331.2,4.62,uuid:1d4050fd-554c-486b-a3c5-645c76da39a9,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1200.330814
58:02.9,52:15.0,54:41.6,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,100,800,20,-2.821036,37.5094869,1328.9,4.38,uuid:2ef237bd-dcd1-4a0b-8263-48e7ed7d15a2,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,3253.491784
58:00.9,49:46.9,51:55.2,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,50,450,18,-2.8210672,37.5094048,1327.7,4.975,uuid:85f045d2-4e42-4195-abcf-c4360d0b5fd6,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,479.5774443
57:58.9,43:31.0,46:25.5,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,40,400,12,-2.8205454,37.5094922,1326.1,3.9,uuid:2cbdeaf8-9548-44ce-baba-6ce9e120ebdd,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,276.5448287
57:53.7,33:16.6,42:07.3,juliet_onditi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,50,450,8,-2.8203541,37.509197,1325.8,4.783,uuid:2273924d-652d-4719-a00e-c86da5f2a7ea,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,479.5774443
19:30.2,23:51.7,25:14.4,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,12,130,80,-2.333865,36.83107,1464.8,3.8,uuid:00857042-af81-4948-ac32-d1da9f6e7988,Acacia tortilis,1.3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,8.804493784
19:16.5,17:14.7,20:06.1,henry_oindi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,12,150,100,-2.3339295,36.8311897,1467.9,4.9,uuid:217c3b21-7d1c-4f4e-be16-241794ec88a2,Acacia mellifera,1.5,Acacia,mellifera,0.947,0.070823262,Fabaceae,12.1160067
18:56.3,23:54.4,25:52.3,henry_oindi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,12,150,200,-2.5545183,36.8209733,1342.8,4,uuid:617abeaa-a1f8-4742-b6cd-ea1b752aff83,Acacia mellifera,1.5,Acacia,mellifera,0.947,0.070823262,Fabaceae,12.1160067
18:50.7,21:53.3,23:34.4,henry_oindi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,18,700,500,-2.5544467,36.8210483,1351.6,4,uuid:2cb1d959-f15a-4aa4-b5de-2c3c8caf6f6b,Acacia mellifera,7,Acacia,mellifera,0.947,0.070823262,Fabaceae,120.2375894
18:44.1,20:12.6,21:37.8,henry_oindi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,38,750,600,-2.5544233,36.82111,1358.3,4.1,uuid:d237a697-eaad-4e6e-af5f-32ac4b1d7a88,Acacia mellifera,7.5,Acacia,mellifera,0.947,0.070823262,Fabaceae,553.0062216
18:39.3,18:28.2,20:02.5,henry_oindi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,34,700,350,-2.5544083,36.82135,1383.9,4.7,uuid:9c57c68e-d298-443e-a191-9f171cad7a2b,Acacia mellifera,7,Acacia,mellifera,0.947,0.070823262,Fabaceae,416.0975674
18:35.0,06:50.8,08:30.7,henry_oindi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,12,150,100,-2.5544067,36.8218767,1337.2,4.5,uuid:0c41f8af-4c6a-4c92-94cb-1ea0167e4abb,Acacia mellifera,1.5,Acacia,mellifera,0.947,0.070823262,Fabaceae,12.1160067
18:24.2,02:52.9,04:24.1,henry_oindi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,20,550,400,-2.554515,36.8219883,1331.5,4.5,uuid:9d070707-9c4f-498f-9592-bd516f209ca3,Acacia mellifera,5.5,Acacia,mellifera,0.947,0.070823262,Fabaceae,116.7178234
18:08.5,57:21.9,59:29.5,henry_oindi,pasture_agroforestry,Hookthorn,acacia,mellifera,no,18,250,200,-2.55436,36.821915,1332.8,4.1,uuid:f48161f9-d938-46e0-a6e1-fd65a7347227,Acacia mellifera,2.5,Acacia,mellifera,0.947,0.070823262,Fabaceae,44.01634957
17:25.7,34:05.3,36:11.0,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,28,600,350,-2.5402238,37.126078,1141.2,4.95,uuid:c5409bca-3cfd-46e3-9a7a-16b80267884a,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,204.767951
17:22.9,31:06.4,33:46.1,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,20,650,300,-2.5401383,37.1262428,1140.4,4.7,uuid:dd3a435a-1235-41b3-ad60-b7343546176a,Acacia tortilis,6.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,114.8015825
17:19.5,28:27.6,30:41.7,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,30,700,550,-2.5401883,37.1264017,1140.2,4.5,uuid:c166bbbe-45f3-49ce-8bae-149c0aeff9c2,Acacia tortilis,7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,272.326725
17:15.7,25:03.7,28:17.2,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,35,650,500,-2.5402133,37.1265026,1146.9,4.375,uuid:022370f9-2cc0-431c-a72a-2c86397d6d9d,Acacia tortilis,6.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,342.2615759
17:11.2,21:53.8,24:43.7,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,25,600,400,-2.540065,37.126625,1147.1,4.5,uuid:0e2a2ce1-953b-43c4-9986-6e10c30fa318,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,164.1301643
17:02.7,17:36.2,20:10.3,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,60,800,700,-2.5401233,37.12675,1150.4,4.8,uuid:1976be11-299e-43aa-ad40-fbff616c2fb7,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1200.330814
16:59.0,15:35.7,17:19.5,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,20,350,400,-2.5402678,37.1269469,1144.7,2.86,uuid:efdad6c4-0503-4135-9d2f-10be552b6260,Acacia tortilis,3.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,62.74149313
16:54.7,13:46.7,15:30.7,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,26,500,400,-2.5403257,37.1270227,1144.4,4.433,uuid:01947766-32bf-45c8-87fa-4f76979a23b9,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,148.3052709
16:36.2,14:42.0,17:54.2,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,20,400,350,-2.8200883,37.508415,1359.1,4.7,uuid:996fb79c-5b8b-4912-b291-413f9a3a345a,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,71.47513596
16:34.2,11:32.1,14:28.5,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,35,600,500,-2.8203167,37.5086433,1355.2,4.1,uuid:74f47d5f-da6e-405f-a2cc-269b26ccffc0,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,316.5412624
16:27.2,59:12.5,01:34.9,henry_oindi,pasture_agroforestry,Umbrella tree/acacia,acacia,tortilis,no,15,200,250,-2.8204237,37.5081761,1345.6,3.16,uuid:2b6581d7-2d28-4ce2-8cb4-c633317b9ae5,Acacia tortilis,2,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,20.72379562
16:25.6,56:00.0,57:58.1,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,20,450,200,-2.8205967,37.508065,1345.2,4.3,uuid:6918db3f-c5ff-448f-93ba-3e783d082f31,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,80.18254784
16:23.7,53:51.4,55:47.0,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,15,230,120,-2.82052,37.5080783,1345.5,3.8,uuid:146f0d23-f7cb-43d9-a962-7a5ed7d61158,Acacia tortilis,2.3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,23.7525583
16:17.2,41:08.2,43:11.6,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,40,800,1000,-2.8208084,37.5086917,1342.3,4.633,uuid:c72d6fa4-e714-4526-b3fd-7873fe393010,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,543.9648251
46:23.0,18:25.6,20:08.6,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,15,300,150,-2.8648483,37.5211141,1497.1,4.933,uuid:490d6ff8-13df-4070-a2eb-7eb454169c4c,Acacia tortilis,3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,30.78466056
46:18.9,10:26.3,12:32.7,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,28,600,500,-2.8650257,37.5215376,1497.3,4.88,uuid:811aa37f-1059-4b43-acf2-ddeb183292a9,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,204.767951
46:17.7,07:35.1,10:09.6,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,18,350,300,-2.8651357,37.5215419,1497.2,4.933,uuid:feed071d-9435-48b2-b054-03b58c504fb8,Acacia tortilis,3.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,51.07827574
46:16.5,05:16.8,07:32.1,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,10,200,300,-2.8653903,37.5215663,1497.3,4.783,uuid:1b687d64-89cd-494b-96d1-e6d7db9d9b35,Acacia tortilis,2,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,9.391590824
46:12.0,01:38.4,03:32.5,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,25,350,300,-2.8654908,37.5217429,1497.3,4.64,uuid:e5d6acca-d0be-46f6-a3bc-908dfdad34e5,Acacia tortilis,3.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,96.98915939
46:10.4,00:04.1,01:34.7,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,18,300,200,-2.8657627,37.521956,1497.7,5,uuid:a406f526-174c-4c80-8fc5-cd698c02bdc4,Acacia tortilis,3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,43.94365351
46:09.3,57:24.7,59:39.1,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,25,600,400,-2.8658605,37.5224639,1498,4.916,uuid:baf00b36-2057-4d93-8395-8dc10c91c5e6,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,164.1301643
46:07.9,54:58.9,57:09.8,henry_oindi,cropland_agroforestry,Umbrella tree,acacia,tortilis,no,30,500,600,-2.8656576,37.5223615,1498,4.633,uuid:f53e3fe1-f3f2-462c-98b3-615e66431483,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,196.0962554
31:23.3,17:46.1,19:28.8,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,28,580,350,-2.8647428,37.5216782,1503.1,4.84,uuid:027dc055-1958-4270-b850-9928163ca0f5,Acacia xanthophloea,5.8,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,190.7789296
31:15.7,15:37.1,17:41.7,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,52,530,460,-2.8647524,37.5215763,1503.1,4.8,uuid:6bd3f267-be57-4e53-b0ae-15243a09f257,Acacia tortilis,5.3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,607.387238
31:10.9,13:21.6,15:33.6,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,32,650,420,-2.8648367,37.5216441,1503.2,4.74,uuid:14ed8d6c-fb60-49fe-9958-00305a4f34a4,Acacia xanthophloea,6.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,276.7122608
31:05.8,11:24.6,13:18.7,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,48,520,428,-2.864943,37.5217499,1503.3,4.68,uuid:99d33c85-1e23-4679-835a-0127cb02f6a8,Acacia tortilis,5.2,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,509.9599217
31:00.7,09:20.2,11:21.1,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,32,450,480,-2.8650449,37.5218314,1503.3,4.6,uuid:0747b2b6-48b2-45b7-aeaf-c158e2dedd42,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,200.6883019
30:56.4,07:31.8,09:16.3,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,32,350,435,-2.8651368,37.5219872,1503.2,4.58,uuid:403447ae-8fcc-4ff7-9a66-cb2c236eb445,Acacia tortilis,3.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,157.0352159
30:52.8,05:53.0,07:27.7,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,32,380,420,-2.8651233,37.5220873,1503.2,5,uuid:a264998e-bd1b-469d-9fc8-abb3892790b5,Acacia tortilis,3.8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,170.1592
30:49.2,03:56.3,05:49.3,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,25,450,250,-2.8651323,37.5221219,1503.2,4.74,uuid:3a092878-ec27-4968-ab2d-ffb73a0012fa,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,123.9504756
30:20.2,01:42.9,03:33.0,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,65,550,350,-2.865277,37.5222546,1503.3,4.94,uuid:825b9f5f-297f-42bc-b463-08754a7a30c3,Acacia tortilis,5.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,973.4972839
30:03.2,59:45.0,01:38.6,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,85,750,550,-2.8653837,37.5223363,1503.3,4.72,uuid:7076e4ea-3177-4b60-a4ea-27c1b9c3a458,Acacia tortilis,7.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,2224.43348
30:00.2,57:06.8,59:42.0,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,128,870,680,-2.8654275,37.5224182,1503.4,4.72,uuid:fbeebb21-5adf-46c9-bfbf-45ea9b695cef,Acacia tortilis,8.7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,5717.136197
29:29.1,45:30.7,47:32.8,david_makori,cropland_agroforestry,Acacia,acacia,tortilis,no,56,970,560,-3.1673009,37.7444243,998.1,4.32,uuid:479677f3-6b6f-408f-8cd0-3aabc42387af,Acacia tortilis,9.7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1266.152825
29:26.9,43:27.9,45:25.3,david_makori,cropland_agroforestry,Acacia,acacia,tortilis,no,78,870,620,-3.1672639,37.7443496,997.6,4.58,uuid:581b17bb-b67c-4a10-b196-81fe9157bd06,Acacia tortilis,8.7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,2174.069093
29:20.6,39:45.4,41:28.5,david_makori,cropland_agroforestry,Acacia,acacia,tortilis,no,115,1050,750,-3.1669323,37.7439848,996.4,4.62,uuid:f96f790a-0354-4fe5-8d6a-2eec83789576,Acacia tortilis,10.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,5573.099891
29:17.0,38:14.7,39:41.8,david_makori,cropland_agroforestry,Acacia,acacia,tortilis,no,126,1050,950,-3.1668963,37.7437561,996.3,4.875,uuid:62f4edfd-0470-4e6a-841a-cd18041cdd78,Acacia tortilis,10.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,6660.977199
29:08.7,33:44.8,36:31.4,david_makori,cropland_agroforestry,Acacia,acacia,tortilis,no,125,1150,870,-3.1671283,37.743977,995.5,4.98,uuid:1d662694-59d4-4cb3-b228-f74136f814f6,Acacia tortilis,11.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,7167.097699
37:59.5,48:51.4,50:32.0,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,55,1000,400,-3.1654708,37.7441767,1021.3,4.98,uuid:b058fed6-0570-44d4-8c2b-4596f4a7b3e5,Acacia tortilis,10,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1259.278698
37:30.4,43:12.8,45:42.5,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,60,800,300,-3.1654432,37.744541,1021.5,4.883,uuid:acdd3af9-5677-40f0-8d73-94efc51eb5ac,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1200.330814
37:27.5,41:25.7,43:08.4,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,60,900,300,-3.1660773,37.7451876,1021.6,4.48,uuid:8d9351c7-4942-4be2-86a6-d6b703d93161,Acacia tortilis,9,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1346.560333
37:25.7,40:02.1,41:21.0,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,40,800,450,-3.16622,37.74534,1021.6,4.9,uuid:9243ae29-4953-41e3-a4b1-a17b3164a872,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,543.9648251
37:12.2,27:12.4,29:15.9,david_makori,cropland_agroforestry,Acacia,acacia,tortilis,no,135,1050,950,-3.1672599,37.7442633,994.9,4.916,uuid:6e5b036f-54bd-4fe2-9f46-1109896f0c32,Acacia tortilis,10.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,7621.249141
37:04.6,28:35.8,29:55.5,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,50,900,350,-3.1667277,37.7450004,1021.7,5,uuid:3f972c4f-51f9-462c-abaa-fe2863c6d856,Acacia tortilis,9,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,943.3308222
36:58.9,30:00.4,32:05.0,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,35,600,250,-3.1668987,37.7450153,1021.6,4.84,uuid:c10b626e-5ba5-4076-be91-aa85f3679d57,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,316.5412624
35:25.4,26:39.5,28:27.6,henry_oindi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,40,800,400,-3.166814,37.7450881,1021.7,4.86,uuid:58b07570-d41c-4acb-8690-803c1363ece7,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,543.9648251
34:37.8,35:54.9,38:01.8,henry_oindi,pasture_agroforestry,Fever tree,acacia,xanthophloea,no,30,700,400,-3.2551915,37.7424473,937.1,4.7,uuid:b71ddc50-06bf-4023-a7e8-74b274c6408e,Acacia xanthophloea,7,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,262.2579035
34:30.7,27:36.4,29:28.1,henry_oindi,pasture_agroforestry,whistling thorn,acacia,drepanolobium,no,10,150,100,-3.2548826,37.7422406,937.2,4.86,uuid:e4227541-1050-4a95-bc27-13c93e28edfa,Acacia drepanolobium,1.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,7.092493654
34:28.1,16:00.0,27:18.6,henry_oindi,pasture_agroforestry,whistling thorn,acacia,drepanolobium,no,18,300,150,-3.2548316,37.7422445,937.2,4.833,uuid:096a9214-ab5d-4ac6-9812-5ca490e23856,Acacia drepanolobium,3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,43.94365351
34:24.6,07:09.6,10:21.0,henry_oindi,pasture_agroforestry,Gum arabic,acacia,nilotica,no,6,70,20,-3.2544573,37.7428227,939.3,4.866,uuid:97f9a3d2-20d2-481d-a008-aaa9d8a399d5,Acacia nilotica,0.7,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,1.144185257
34:00.0,22:54.1,24:16.6,sarah_mwangi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,40,300,380,-2.86437,37.5220267,1488.5,4.9,uuid:ab63b45a-0137-4ace-bade-4f14c8f94684,Acacia tortilis,3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,208.8456023
33:58.3,20:59.7,22:50.3,sarah_mwangi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,95,1500,1800,-2.864371,37.522023,1488.5,4.96,uuid:18428efe-1c36-4f0d-9e94-4380f241aca1,Acacia tortilis,15,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,5436.450442
